Lista_Aleatoria,Lista_80_Ordenada,Lista_Decrescente
10330,30436,68695
63296,30464,68692
212,30475,68690
77130,30477,68689
76444,30481,68671
57646,30485,68638
65749,30487,68629
11521,30491,68611
41793,30539,68611
72281,30555,68607
21092,30556,68595
31593,30559,68578
45805,65622,68557
45552,30575,68552
97625,30581,68527
44501,30619,68522
52647,30624,68521
12014,48335,68515
40265,30639,68507
11373,30658,68501
92572,30660,68500
44514,30662,68490
14880,55967,68488
95642,30673,68464
56881,44851,68456
38473,34591,68452
23009,30729,68434
57167,62935,68430
24641,30760,68402
48510,30761,68379
30793,30765,68375
18242,30779,68371
85680,58183,68355
65602,30791,68351
88450,30792,68346
9397,4800,68341
11667,88294,68335
87311,97916,68334
12783,3478,68312
20584,30863,68301
37491,81664,68282
22033,30905,68280
88155,85730,68276
96448,30912,68275
49281,47043,68268
39432,30944,68262
33429,30965,68247
66680,30984,68244
10347,30984,68244
64609,30985,68238
2001,30989,68230
72976,30992,68229
77309,31004,68227
95934,31005,68214
24640,31011,68211
84328,31023,68205
9286,31039,68204
96682,31044,68198
56735,53831,68194
99276,31058,68185
94373,31061,68179
78100,31069,68163
18665,31070,68154
45468,31084,68153
53758,31085,68108
59781,31092,68108
89276,31106,68100
25337,31106,68092
57838,31107,68085
51315,31118,68076
48163,31119,68074
26707,31137,68067
98732,31160,68057
11816,31170,68054
93443,31184,68049
66728,29192,68048
70220,31220,68040
90256,31245,68038
87406,31261,68023
1087,31263,68019
3916,31264,68019
98876,31269,68017
30979,31275,68015
3898,31277,67998
88576,57128,67989
65402,31315,67987
26806,31318,67970
94919,31321,67963
18384,31322,67947
49246,31323,67945
69751,71011,67944
92967,31345,67944
97201,31351,67938
38129,31358,67923
60263,31374,67918
21842,31378,67901
96897,31389,67886
43937,31420,67870
75441,34452,67868
15561,31460,67865
34031,31471,67853
12166,31475,67853
87774,98008,67848
56426,31491,67832
88784,31493,67810
17213,65850,67797
4796,31504,67790
86913,31517,67773
73572,31534,67767
70648,80862,67756
17417,31540,67728
78043,31553,67726
14380,31554,67722
28550,36977,67711
59488,31567,67704
25190,52170,67697
72671,31600,67695
87840,31603,67686
36520,31607,67683
30654,47478,67649
60047,26077,67644
52319,7067,67641
71003,31655,67635
21123,57103,67633
40171,31678,67625
693,31686,67619
73241,31687,67602
10405,31688,67592
66096,31703,67592
17514,31711,67589
43706,31737,67561
72619,6974,67553
2391,31740,67550
93876,31766,67528
77629,55046,67517
72746,31776,67500
66464,31782,67473
32814,31800,67467
56175,31803,67450
39919,31809,67433
93341,31817,67429
29684,27271,67418
1622,31823,67413
78259,31846,67408
46759,23566,67385
90833,31864,67383
65561,31867,67380
38938,31867,67363
38844,31869,67357
1109,31877,67352
68474,31890,67325
83053,31910,67317
13709,7759,67314
80873,31918,67309
42347,31927,67307
83602,31933,67297
21990,31933,67293
14018,31941,67292
20391,82622,67290
60958,31944,67288
27892,31954,67280
59429,31957,67279
64372,31968,67275
50848,31983,67265
32971,31987,67241
39666,72662,67229
62228,32002,67223
18118,32011,67222
97634,47445,67214
62940,32018,67210
85849,62213,67209
82419,32053,67209
48224,32069,67204
54924,32086,67200
81315,32091,67175
49224,86090,67167
11634,32111,67167
78916,32117,67166
71210,32165,67151
50620,32173,67148
23716,32183,67120
90389,32199,67113
23088,32217,67109
60783,32228,67097
72692,32234,67092
99791,32241,67084
85136,32246,67069
45296,74026,67045
55845,32264,67042
95416,32265,67035
9753,32270,67035
18916,32282,67029
37152,38513,67018
57008,32297,67008
1394,32310,67002
8378,32312,66996
95052,32321,66994
79819,32336,66991
47306,29086,66987
81906,81130,66981
47806,32359,66980
58565,32403,66961
14495,32404,66961
23343,32410,66948
21352,32421,66929
11926,32426,66921
78987,32430,66892
28145,32449,66883
17572,74392,66880
49400,32454,66875
19504,32486,66871
88105,32491,66870
59231,44780,66868
18435,32508,66859
87857,32512,66854
44618,32518,66853
90261,32538,66846
73633,32541,66846
97295,32542,66844
4782,13869,66813
7699,32587,66800
54122,32596,66795
19018,82918,66784
70134,32619,66780
90192,32629,66776
30357,45526,66731
86844,32645,66730
90233,32648,66728
55800,32654,66716
46659,32660,66696
83672,32665,66691
7444,32668,66661
57135,32695,66644
26538,32713,66629
49839,32714,66623
87521,32714,66582
31286,32718,66568
44750,32727,66557
29553,32735,66548
86342,32736,66527
26504,32740,66522
39974,32747,66516
52002,32749,66511
33268,32759,66506
17803,32761,66502
98286,32766,66502
33828,32776,66488
71031,32779,66487
27971,32803,66486
99642,32809,66480
11430,32813,66478
53793,32824,66453
76340,69695,66448
44517,32830,66440
36364,32836,66438
65990,32859,66432
66469,32859,66426
21555,32862,66425
52004,27347,66403
61058,32908,66396
11719,32921,66396
88966,32932,66380
32693,32945,66373
23573,32950,66361
69145,70450,66344
335,32959,66322
89417,32973,66309
46606,34212,66308
55982,32979,66285
81107,32997,66283
92217,32997,66279
33941,33007,66268
40397,33015,66265
82980,33025,66262
9618,33025,66217
34827,33038,66216
92369,33043,66194
78731,33060,66191
91540,33065,66187
89656,33071,66176
49276,33086,66172
17675,33091,66171
99265,76664,66171
52610,33120,66140
42100,33122,66139
72486,33123,66136
17835,64555,66136
15078,33149,66126
24415,33160,66114
86665,33161,66114
75943,33178,66112
76688,33189,66105
33232,33193,66073
19042,45237,66067
91781,33245,66065
84019,33248,66047
64697,33252,66028
53312,33320,66025
51247,33346,66022
49901,99402,66020
90705,33352,66009
41976,33364,65999
83494,33377,65986
83161,33383,65975
56490,33384,65972
91611,43883,65943
36316,33401,65916
8251,33402,65908
19786,33403,65902
72406,33404,65874
91491,33428,65873
21961,72621,65865
13015,33455,65861
5932,33468,65859
37148,33493,65838
91521,33493,65835
38666,33494,65831
72516,33528,65826
70835,33531,65825
6894,33534,65818
40978,33537,65815
73694,91295,65806
10108,38096,65803
33174,33563,65762
60389,33581,65755
14712,66956,65743
9923,20221,65716
84024,33605,65697
46265,68765,65693
94568,33620,65684
54368,33633,65665
40363,33651,65635
47455,33662,65627
22261,33676,65620
78376,33683,65620
60628,33691,65607
34700,33707,65601
9801,33709,65589
39474,33724,65582
20794,33735,65576
22278,33735,65569
47979,33736,65558
21443,22005,65552
37095,33751,65546
42877,33756,65546
1650,16803,65525
44955,33772,65524
91395,33783,65524
57276,77432,65524
42343,33843,65514
58697,33854,65505
80554,33860,65504
75540,33860,65487
13568,33886,65486
43027,97048,65479
57631,33933,65468
60390,33970,65467
67556,35318,65464
48943,34002,65452
65460,34010,65443
84510,34015,65430
33689,34030,65430
68926,34031,65424
81900,24164,65420
50294,52149,65413
56745,34046,65410
74846,34048,65405
95405,34055,65400
94500,34064,65370
86105,34066,65366
25321,34074,65365
76577,34076,65365
3087,34080,65342
66126,34088,65341
47133,67621,65339
55121,34096,65328
2874,34101,65315
40849,34114,65315
84930,10599,65294
96861,34125,65278
63687,34138,65275
35253,34143,65260
7857,34150,65250
59787,34165,65250
82568,34165,65246
89916,34165,65237
82613,34167,65237
4202,25786,65223
89795,89695,65211
56752,34195,65211
9178,34205,65205
60898,86114,65195
14642,34214,65189
3399,34221,65188
55348,34230,65176
82920,34238,65165
95419,34241,65152
61715,34242,65150
40029,34244,65137
40337,34253,65125
35613,83014,65103
76987,34281,65100
78891,34303,65085
56203,34305,65071
43081,34305,65046
31923,34311,65041
46400,98730,65038
50984,96406,65033
28726,41105,65028
52004,34339,65025
55840,34346,65017
32475,34349,65007
86397,84317,65001
6344,34394,65000
32420,34404,64998
77074,73117,64995
95832,34414,64972
70259,34422,64945
51519,34432,64937
99563,34433,64935
44604,34440,64934
4693,34441,64928
31035,34445,64925
32256,34446,64923
8374,20740,64910
79826,34460,64909
83033,34470,64894
42274,34472,64893
99167,34484,64867
70709,34488,64845
16536,34513,64837
51574,34529,64831
4448,34531,64828
83846,34539,64820
2854,34553,64802
67329,34565,64785
2095,34574,64772
22512,34588,64751
49792,50669,64745
59324,34605,64742
5213,59304,64738
66405,34628,64731
22418,34638,64727
41647,34642,64724
45059,99739,64710
90103,34035,64672
60579,34654,64660
73752,34656,64658
19274,34662,64642
58240,34667,64637
465,34672,64636
13671,85168,64611
94429,34716,64599
2043,34725,64593
17877,34729,64591
48894,34732,64575
12824,27613,64572
20737,34799,64560
42128,34808,64545
16184,34815,64518
55809,34834,64498
27861,34835,64491
37636,34840,64469
41099,34843,64462
57457,34846,64458
40424,86245,64455
31730,34886,64437
30477,34901,64437
48560,34916,64425
47117,34922,64424
60740,34924,64419
45509,25730,64416
35944,34927,64412
86248,34940,64403
96878,15318,64361
17812,34944,64357
23091,34951,64342
90457,34959,64341
55110,34982,64334
91128,34988,64326
873,74218,64314
3442,34991,64311
44079,34993,64305
69105,34998,64304
88606,35008,64295
50076,35013,64293
64553,35026,64285
21205,34116,64275
24149,35047,64264
65709,35048,64255
80318,35057,64228
40096,27631,64224
70247,67394,64205
95124,35078,64202
20035,35080,64170
59695,35088,64164
7103,35096,64151
19671,35114,64128
25766,35118,64121
2119,84246,64109
16262,35139,64104
21117,35148,64089
84599,35169,64086
18114,35170,64074
77376,33448,64068
38793,62574,64043
56370,35202,64030
67880,35211,64028
1527,35215,64024
93907,47020,64021
82916,35237,64011
43944,57464,64008
68260,35254,64004
51419,35261,63993
54873,78343,63990
54411,63923,63980
27875,35299,63980
19087,35306,63973
42113,35309,63956
56334,54371,63937
5008,95854,63927
93626,35323,63924
81829,35351,63921
50865,48452,63902
25622,19260,63902
61380,35366,63899
33676,71021,63884
56984,35381,63866
78786,35388,63863
9819,35394,63855
7547,45895,63841
44668,35446,63838
18831,35447,63812
62720,35464,63800
33926,35477,63792
60637,98801,63784
31952,35512,63764
85380,35512,63744
22454,22471,63734
62412,35519,63728
73437,35523,63723
2987,35535,63719
40631,35545,63716
12315,35547,63705
73699,35568,63695
10448,35571,63691
4444,35590,63677
69585,35603,63676
2148,35612,63667
91209,35614,63656
92275,35619,63647
44731,35624,63640
21432,35630,63639
2886,70467,63638
39232,35638,63635
25515,35638,63626
65338,19671,63593
11064,35663,63565
8950,35681,63561
59552,35684,63555
58032,35687,63543
67727,35687,63536
40996,35712,63536
49192,35735,63521
88746,35743,63520
83633,35763,63517
27999,35763,63485
30346,35766,63481
98033,35771,63465
42444,35772,63444
38144,35773,63441
26475,35795,63432
14480,35800,63428
79723,35812,63425
63556,35814,63425
93947,35816,63416
66160,35823,63411
32382,35824,63407
40265,35834,63404
34925,22481,63402
53935,73736,63402
64680,35857,63401
5135,35866,63397
29865,35866,63392
48527,35868,63388
19311,35885,63376
50938,35921,63370
6459,35922,63370
3805,35945,63357
27862,35945,63353
51499,35947,63304
90239,35967,63290
47359,35972,63280
5909,35973,63262
30376,35974,63256
53528,35984,63232
99636,87407,63226
61682,36007,63220
88231,11656,63209
77356,36023,63208
86633,36105,63204
90728,36110,63195
43117,52908,63192
52952,36113,63172
19379,36113,63169
60145,25426,63166
87295,36134,63166
50484,36142,63157
50397,36146,63155
21266,36150,63148
74261,36157,63142
82749,35224,63124
43515,36215,63119
78647,36216,63114
26061,36224,63089
60154,42656,63075
38784,36232,63074
94083,36237,63045
51371,36241,63042
66427,36251,63038
66900,36265,63034
65688,43994,63028
9475,96051,63017
34565,24980,63003
66539,36322,62980
35791,36323,62973
708,77057,62957
15027,36334,62955
55187,72857,62954
53154,36354,62947
12358,36357,62940
31317,36357,62938
27522,36362,62929
47281,36364,62928
71499,36368,62914
66060,24973,62898
99835,36379,62888
11263,36396,62875
48102,36426,62875
17241,36432,62856
20311,36434,62796
81142,36442,62786
42231,36443,62783
18244,36461,62763
12871,36465,62755
52743,36467,62743
67543,36468,62741
97836,36489,62724
49202,36492,62714
67212,54159,62713
14803,36498,62709
55466,36512,62708
29066,36516,62706
16187,39968,62691
8404,36543,62682
91766,36554,62671
11394,36558,62668
60859,36568,62661
50357,36576,62651
8764,36580,62628
25815,36599,62624
54202,36617,62616
55312,36633,62608
92196,36641,62602
55659,36641,62601
61143,71865,62592
61998,36716,62560
42525,36729,62555
78025,36731,62553
6407,36732,62543
75882,36733,62541
2585,36737,62539
44280,36742,62523
15116,36747,62520
66768,66854,62517
45973,36772,62511
12346,22226,62504
37157,36836,62480
86103,5873,62477
98324,36870,62476
66634,36877,62476
34140,36888,62475
45605,36896,62449
35366,36901,62448
35486,5740,62445
37536,36952,62437
89845,53735,62437
20695,36978,62414
68221,36998,62412
20770,37011,62400
73629,37024,62383
87374,37041,62381
41463,37044,62378
19804,37047,62374
93209,37047,62373
18059,3022,62363
81877,37077,62331
25888,37101,62324
35392,37108,62323
71272,98875,62313
75445,37123,62272
73691,37127,62271
43409,37134,62240
41310,37148,62210
99584,37149,62207
3178,37157,62204
43682,37174,62195
66973,67205,62179
62823,37191,62176
40087,30152,62175
19236,37210,62160
67709,37219,62151
53400,37225,62151
72179,37226,62142
78072,37242,62126
13652,37244,62114
24438,37246,62091
86274,60515,62081
84508,73967,62081
68266,43048,62081
47680,37290,62081
30802,46672,62080
12077,37314,62080
48205,37320,62077
64142,37328,62072
88071,47846,62058
53112,37355,62049
61633,37355,62049
715,37361,62045
55560,45243,62017
97965,37371,62001
68588,37381,62001
15973,37385,61995
52091,37402,61993
67178,37404,61990
51540,23893,61989
71242,37419,61988
67440,37423,61979
51073,37430,61968
80760,37447,61963
21443,37453,61959
23635,37466,61948
79531,37475,61932
91169,37514,61887
61596,96526,61825
58705,89853,61824
33152,37523,61817
52050,37544,61810
82139,37547,61806
93840,90564,61804
21178,37575,61803
19945,37583,61793
49775,37583,61789
86108,37586,61764
82085,37586,61762
73809,46793,61743
4432,37600,61709
45917,37603,61703
12467,37613,61680
24128,37618,61669
54610,37619,61665
58426,85185,61659
79655,37640,61652
81080,37640,61620
78473,37659,61611
50804,37674,61597
68950,37684,61595
26004,37696,61576
2430,37702,61575
76766,17749,61572
74853,37742,61568
66052,88672,61561
24848,37753,61557
1998,37766,61542
19324,7488,61540
19524,37768,61536
77912,37769,61530
7718,37775,61524
25464,37776,61520
36025,37787,61508
38244,90092,61507
10985,23853,61482
42255,37830,61482
79621,37842,61470
90777,85354,61468
66079,37846,61460
68833,47534,61457
51823,37848,61437
96391,37868,61436
87453,37882,61430
10956,37277,61427
35447,53207,61426
49504,37892,61421
5420,37905,61421
40491,37905,61411
36721,7163,61400
53716,76609,61376
49079,37957,61374
95661,60745,61373
16353,34941,61369
4529,37987,61365
1646,38022,61348
4780,60844,61343
15151,38049,61342
97206,38089,61341
25677,87105,61334
84033,38093,61333
36544,38096,61332
40218,37630,61321
52848,38114,61319
3539,38139,61296
806,38154,61290
56879,52222,61281
33308,21316,61259
22268,27138,61253
72697,8187,61249
92420,38185,61236
36911,38191,61236
17247,38195,61234
51630,38225,61230
99761,38238,61210
96330,38239,61207
1345,8570,61189
26905,38260,61178
16882,38264,61173
74658,38265,61172
65525,81865,61158
25915,38283,61155
41837,38316,61146
37826,38333,61139
53038,29757,61122
99493,22210,61095
22315,38348,61082
30967,38354,61078
2808,49437,61070
86411,38364,61056
98294,38365,61026
93829,38376,61023
11808,30708,61023
66346,38396,61018
71149,38402,61013
97763,38420,60976
66641,38467,60976
64236,735,60971
63684,38513,60945
40046,38533,60942
27100,38540,60931
52782,38543,60913
27601,20167,60904
36064,38564,60878
93818,38589,60871
74865,7446,60853
83220,38601,60844
54756,38603,60823
14010,38616,60821
44573,38632,60819
90023,38640,60804
84404,38655,60789
66046,38664,60785
23420,38664,60782
95118,38695,60771
43663,38739,60763
63350,42695,60750
11705,38759,60735
77136,38760,60705
6746,27308,60705
88192,96457,60693
45198,38785,60692
58348,38787,60662
55553,62452,60662
86307,38811,60638
4310,38827,60631
45794,38829,60615
59760,38847,60614
58166,38848,60612
27369,38866,60591
16649,38874,60583
10845,38885,60578
68750,38889,60543
88645,38910,60538
26131,38924,60524
88378,38962,60517
57865,38970,60517
4079,38983,60513
66659,23783,60511
23917,39004,60508
21445,81505,60489
24627,39016,60462
55772,39022,60459
19848,39045,60431
45588,39059,60415
14502,39061,60413
30205,73101,60407
59229,43741,60404
75643,34792,60395
91848,39097,60374
78596,39118,60372
2689,39125,60342
60884,44361,60332
54104,39148,60291
67356,78819,60284
99291,39195,60277
89583,39198,60272
90367,39205,60253
23459,39216,60232
27638,39217,60227
20651,45219,60222
66074,39235,60208
54011,39236,60201
67488,39237,60194
46401,39238,60183
47618,39241,60180
30542,39249,60169
46092,39261,60161
46029,39262,60145
45410,39266,60140
79438,39269,60139
89300,39276,60134
23447,9147,60130
74625,39289,60091
1203,39306,60079
11817,39313,60069
38043,39328,60059
29295,39329,60054
24488,39352,60054
58159,39366,60042
42289,39377,60002
61235,278,60001
45031,39389,59996
45806,39390,59987
84120,11968,59984
46961,39411,59970
80091,39411,59965
34593,39442,59956
23782,649,59924
13653,39446,59910
14756,39458,59904
96853,39498,59885
37632,39500,59881
60468,39502,59878
86249,39532,59844
49334,39553,59831
4318,39564,59824
99997,39610,59823
74847,68521,59809
93135,39634,59796
74247,39649,59791
17253,32492,59782
9493,39655,59775
54500,39661,59772
7360,39677,59769
41084,39677,59756
18771,39682,59751
832,39694,59736
56821,13362,59719
77179,39725,59717
94246,39728,59711
13052,39739,59704
77808,39750,59700
4807,39766,59688
12526,39772,59649
91827,39776,59649
20767,39784,59643
74955,39813,59640
1353,39820,59630
20301,39827,59610
68983,39838,59600
79975,39845,59597
44764,39848,59595
29484,39848,59594
78783,39858,59589
49763,39917,59563
56443,39920,59562
55365,39920,59562
10412,39922,59552
34060,39941,59527
45788,39951,59526
92716,23570,59522
1635,30934,59518
67969,64514,59512
54520,39999,59506
57539,40000,59505
22347,40003,59477
75019,52093,59471
6035,40046,59438
78942,40058,59418
59207,40075,59408
88076,40096,59404
6435,40100,59402
80694,40110,59397
86744,40120,59370
71846,40125,59351
48934,40126,59347
13731,40127,59341
65704,40133,59320
99913,78318,59297
59055,40165,59273
88758,40167,59257
72016,40189,59238
11972,40189,59234
6861,40195,59220
22373,40205,59217
65153,40221,59211
12872,28367,59204
40902,38257,59199
12946,47186,59198
79710,40258,59197
79657,56028,59196
35625,40283,59191
30831,40297,59174
49500,40315,59170
53241,49551,59162
43743,91940,59154
87673,40355,59142
75761,40362,59139
93180,57330,59139
88513,40387,59135
5828,40389,59125
58821,40400,59121
93894,40402,59093
83117,21813,59067
60765,40428,59059
43335,70312,59054
55049,28406,59033
5151,40446,59028
23120,40451,59024
55780,34882,59022
89216,40498,58982
9459,40501,58966
27814,40518,58958
36829,40521,58941
26109,40528,58923
65952,40552,58892
74700,40554,58891
53706,40565,58891
8093,40575,58879
18286,40588,58864
61201,40621,58864
55841,40632,58856
99717,40645,58841
48944,40651,58821
74955,40652,58807
17192,40670,58799
70593,40679,58798
26155,40687,58786
26045,40709,58785
28808,48666,58774
34903,40742,58767
60562,40770,58752
97279,61537,58749
81596,40778,58743
52717,40787,58742
87684,40794,58728
89537,57706,58725
18012,40807,58724
86417,40837,58722
50707,90146,58706
21099,63287,58691
39665,40851,58687
65424,40856,58687
67303,40863,58680
35313,40874,58677
25753,40877,58656
66854,40885,58642
17851,40900,58592
23180,40915,58579
95734,40921,58571
87194,40921,58550
72158,24346,58543
67025,25570,58537
99314,40954,58525
18144,40964,58521
63030,40968,58513
2011,40974,58493
45463,41029,58481
74286,41044,58478
49760,41046,58470
4275,41048,58462
21590,32828,58451
33003,31326,58448
83527,40849,58444
97908,87317,58431
12074,41114,58425
12692,41114,58424
25643,41153,58417
34175,41182,58415
82240,41183,58401
5478,41213,58381
39537,41221,58375
38488,41433,58364
65294,41233,58350
53076,41240,58322
4817,41245,58321
45418,41249,58307
8976,41265,58307
12971,41266,58299
9656,41283,58277
62448,41289,58242
6755,41290,58228
45734,41306,58209
18601,41311,58202
60039,41334,58201
96208,41336,58201
14682,41345,58198
38072,62693,58177
35133,41354,58159
79336,41356,58153
51132,41365,58152
33884,41383,58116
70283,41401,58109
44319,41419,58109
31525,41422,58099
15601,11123,58090
37686,43902,58089
12358,41437,58086
97987,41442,58084
51391,41448,58060
76887,41468,58053
30447,41502,58051
55765,41504,58037
81399,42430,58021
78349,41523,58003
97039,41545,57999
47649,41563,57991
39367,41572,57985
72868,41575,57971
74933,5014,57967
30425,41585,57944
30037,41588,57934
13963,41603,57929
55383,4787,57920
19427,41608,57914
25376,41614,57912
35034,41618,57908
58354,76983,57899
15018,41634,57878
48340,41649,57870
40232,41663,57859
89297,41666,57856
22416,52432,57852
67844,41674,57838
18289,40032,57797
11359,41699,57767
10393,41704,57740
56074,41709,57731
21727,41712,57727
35985,41716,57723
89257,41721,57720
17350,41741,57714
19644,41745,57703
17020,41748,57686
48048,41753,57684
32834,41766,57675
54187,41786,57670
48808,41793,57667
28797,41813,57666
24394,41814,57604
99696,41821,57590
45109,377,57529
18575,41855,57510
24061,41901,57506
64482,41907,57499
33662,41919,57497
24198,41926,57490
20914,59700,57477
48149,41928,57461
97361,98591,57455
71340,41965,57452
24265,41967,57427
34260,41975,57413
32145,41979,57386
83958,41996,57381
68894,42006,57378
19533,42038,57366
90840,26338,57357
34044,42089,57346
8258,42098,57332
66498,42105,57315
51018,42109,57309
30311,42115,57304
47955,42121,57298
22023,52779,57290
43867,42141,57284
30617,84110,57282
12877,42153,57269
51390,43453,57238
23263,7934,57234
59724,42200,57219
97598,42220,57219
21103,42222,57214
85525,86108,57205
51539,42252,57193
73415,97255,57189
95678,42284,57188
65502,42287,57177
8124,42288,57170
29350,42297,57164
84661,42317,57162
2434,42333,57159
28812,42343,57147
67391,42347,57139
77177,42347,57135
2043,42351,57132
66505,42355,57126
93586,42355,57084
49905,42356,57079
70657,42362,57065
32545,62231,57038
89401,42399,57031
65669,42408,57031
8970,42423,57013
28546,42425,57003
19337,72434,57000
2395,42456,56995
50296,42478,56990
77725,42483,56979
31040,52704,56964
31247,42521,56963
15800,42530,56952
32118,73571,56950
91163,42569,56950
64807,42587,56948
77084,42601,56941
93276,42616,56933
48524,42620,56918
30141,52824,56910
17870,42641,56893
73416,42641,56884
81959,42649,56879
48024,51688,56878
50375,42665,56876
68246,42676,56825
21137,69081,56818
57261,42701,56807
14994,28702,56789
98894,42711,56785
2422,43338,56769
6094,42725,56754
33783,42752,56736
62334,42756,56734
86178,42757,56731
95897,42768,56730
49183,21406,56710
86224,42770,56708
10318,42771,56698
83142,42789,56688
54946,42794,56666
80642,42813,56665
33684,42844,56655
6771,25219,56654
49262,42873,56633
30702,40371,56618
68201,42899,56618
39583,42901,56593
21731,40419,56565
59042,42919,56564
47675,82863,56564
96361,42932,56539
16532,42934,56535
74059,54979,56508
70098,42939,56507
79851,42952,56490
50791,1565,56487
9139,42982,56477
67366,42999,56466
38483,11480,56463
73984,43039,56461
45877,76639,56454
42077,43048,56432
12088,43051,56430
33565,43055,56419
44553,43059,56398
86916,43072,56393
29601,43102,56387
71098,43137,56382
62072,43144,56371
57500,43154,56346
56765,43163,56336
19406,43172,56329
87477,43183,56324
29841,43219,56314
47479,43220,56303
45369,43220,56293
65772,43223,56257
95291,43225,56254
83024,43226,56238
22012,43234,56213
23740,46250,56208
87445,43240,56195
63299,43257,56194
25389,71502,56189
80870,43307,56170
48359,43308,56170
76326,43318,56168
67750,43323,56167
96918,43324,56147
54411,86555,56137
71140,43336,56122
27956,27268,56111
56421,43342,56096
4354,43384,56092
75416,46676,56084
49495,43418,56072
45042,43427,56069
81814,43433,56064
66949,43447,56044
3624,91624,56034
21313,79318,56020
74916,43523,56019
44260,43539,55993
60306,43541,55992
3203,43543,55990
66642,83417,55980
74695,64989,55958
72541,7156,55955
40627,6820,55952
80488,43588,55944
17813,43592,55929
52064,43592,55919
86932,43607,55903
68286,43614,55895
34682,55956,55883
7429,43624,55857
89489,43626,55854
10259,43628,55848
96522,7346,55840
58889,43644,55836
27556,43647,55800
73469,43656,55791
67793,43657,55779
55230,43661,55763
90683,43665,55747
55072,43669,55737
18677,43677,55730
55893,43700,55700
9840,43700,55687
42500,43709,55680
76386,43730,55660
34018,98459,55655
40214,55214,55652
20169,57551,55642
36858,43781,55642
32899,43786,55635
86208,43831,55627
11188,43833,55615
4988,43847,55605
76768,43847,55602
59004,43854,55580
92199,92688,55566
59817,43868,55563
19455,43873,55562
21588,43873,55538
28659,43875,55533
87575,43878,55528
56724,97275,55518
58308,43890,55515
59966,43890,55513
5264,86374,55504
47847,43921,55470
72885,12897,55460
95916,69708,55450
77741,43958,55434
15160,25551,55428
76113,43994,55419
44885,71495,55413
79660,67431,55408
92810,43997,55407
33576,44001,55405
65963,44009,55388
37223,44025,55384
38064,44027,55379
57884,44027,55372
18366,56800,55353
84870,44041,55349
53183,59280,55345
77032,44077,55296
79171,30790,55277
78641,4697,55274
49315,44114,55271
52682,44127,55270
88339,44158,55262
68268,29662,55247
19202,44177,55238
81386,44179,55232
5149,44225,55227
64733,44230,55220
87235,12075,55220
34819,44241,55213
39785,44256,55209
30034,44268,55208
84796,44276,55208
56336,44295,55189
67137,44296,55181
51550,44299,55181
4589,44309,55173
88886,74820,55171
17767,44316,55168
8301,44327,55157
86243,78903,55156
85443,84912,55145
45998,83089,55145
73074,44360,55131
99474,79786,55127
66229,44364,55126
80152,44383,55115
5581,44386,55085
4501,44395,55084
7260,44409,55075
94792,44418,55073
35261,44430,55072
99685,44434,55055
52195,44435,55053
35373,44439,55053
63396,44450,55048
38766,44463,55010
21641,44476,54975
92905,44478,54973
35127,44493,54971
84317,44496,54969
86396,44501,54959
18031,44505,54957
69694,44507,54950
92169,44519,54949
93483,44536,54891
11362,44545,54843
84654,37794,54842
9378,44551,54818
17189,44562,54784
14773,49169,54763
47823,44573,54748
60476,44575,54745
31276,44579,54743
38080,44581,54740
68033,44611,54736
94649,44618,54731
69951,44663,54724
67370,44702,54720
32839,44704,54706
42802,44705,54700
93122,44708,54698
40502,44711,54695
74941,44725,54691
71267,44734,54672
10088,44741,54663
91363,44747,54649
10727,44750,54604
78813,61451,54600
11985,44766,54594
798,9441,54584
98941,49950,54560
66059,30868,54553
18698,44782,54536
65899,44791,54525
11647,44794,54520
10840,87402,54508
45046,44800,54503
37270,25206,54500
10340,52827,54463
81215,44824,54455
86585,41221,54452
30653,718,54412
24921,44861,54409
49913,44890,54403
49466,44898,54402
87452,44906,54390
45450,8959,54388
15248,44911,54376
84033,44942,54353
3275,44962,54344
6070,44973,54338
80951,44982,54310
79505,44985,54308
45038,44994,54303
53101,44999,54289
7474,45013,54277
99404,45021,54258
35509,10912,54252
37049,45042,54230
67623,36330,54228
77427,45052,54226
21069,45074,54224
53463,45077,54218
4078,45085,54217
73452,45099,54191
68902,56347,54163
16226,45118,54163
13088,45126,54138
84635,75101,54133
58273,45150,54128
93740,45156,54093
75582,45156,54089
46068,45181,54075
30529,45188,54074
92692,45212,54068
96986,45214,54066
86354,10159,54065
76544,45229,54061
18062,44175,54016
45479,95336,54012
47647,95556,54008
59834,56154,53995
92650,45249,53969
47293,45258,53963
42562,45264,53957
19621,45268,53930
61740,45277,53925
18205,45279,53908
16931,45283,53901
13107,45293,53894
43922,45296,53879
38814,45306,53866
27958,45308,53862
9834,45321,53849
65723,45323,53814
18376,45332,53798
4921,45344,53788
17314,61288,53775
86237,45352,53770
65198,45366,53769
47962,29449,53744
66983,5086,53737
86733,45409,53734
22683,29072,53725
88170,45434,53723
48168,45437,53712
57682,45439,53710
45529,45454,53697
29788,57833,53696
91998,45473,53688
24919,45481,53669
56517,45487,53628
36887,45489,53624
7029,35356,53614
33718,65960,53609
73123,45518,53598
7300,45525,53598
11028,9741,53581
51606,61339,53559
15350,79684,53545
35208,45541,53536
67633,47724,53530
14465,45560,53527
64326,45563,53522
8098,45568,53517
43466,45573,53509
71475,45574,53502
58884,45581,53491
28775,45589,53480
92790,45591,53452
31255,45602,53438
59638,45615,53425
77598,45623,53415
85496,45627,53407
